chemical,sample_date,value
Cadmium,2014-10-23,0.06
Cadmium,2014-10-29,0.0
Cadmium,2014-11-02,0.0
Cadmium,2014-11-06,0.0
Cadmium,2014-11-20,0.22
Cadmium,2014-11-26,0.0
Cadmium,2014-11-27,0.0
Cadmium,2014-12-06,0.0
Cadmium,2014-12-10,0.22
Cadmium,2014-12-11,0.0
Cadmium,2014-12-17,0.0
Cadmium,2015-01-08,0.0
Cadmium,2015-02-12,0.0
Cadmium,2015-02-14,0.54
Cadmium,2015-02-21,0.0
Cadmium,2015-03-12,0.0
Cadmium,2015-03-21,0.6
Cadmium,2015-04-02,0.0
Cadmium,2015-05-14,0.0
Cadmium,2015-05-22,0.24
Cadmium,2015-06-04,0.0
Cadmium,2015-06-18,0.0
Cadmium,2015-06-20,0.0
Cadmium,2015-07-02,0.0
Cadmium,2015-07-10,0.0
Cadmium,2015-08-19,0.0
Cadmium,2015-08-20,0.04
Cadmium,2015-08-22,0.0
Cadmium,2015-09-19,0.22
Cadmium,2015-09-24,0.18
Cadmium,2015-09-25,0.0
Cadmium,2015-10-08,0.03
Cadmium,2015-10-16,0.0
Cadmium,2015-11-19,0.0
Cadmium,2015-12-10,0.0
Cadmium,2016-01-09,0.18
Cadmium,2016-01-15,0.0
Cadmium,2016-02-06,0.81
Cadmium,2016-02-11,0.15
Cadmium,2016-02-12,0.19
Cadmium,2016-03-05,0.08
Cadmium,2016-03-11,0.54
Cadmium,2016-04-01,0.0
Cadmium,2016-04-08,0.74
Cadmium,2016-05-12,0.13
Cadmium,2016-05-13,0.0
Cadmium,2016-05-14,0.55
Cadmium,2016-06-03,0.09
Cadmium,2016-06-11,0.14
Cadmium,2016-06-16,0.35
Cadmium,2016-07-01,0.0
Cadmium,2016-07-02,0.0
Cadmium,2016-07-08,0.0
Cadmium,2016-07-14,0.71
Cadmium,2016-08-05,0.0
Cadmium,2016-08-07,0.0
Cadmium,2016-08-11,0.0
Cadmium,2016-08-19,0.07
Cadmium,2016-08-20,0.0
Cadmium,2016-09-03,0.0
Cadmium,2016-09-09,0.63
Cadmium,2016-09-16,0.0
Cadmium,2016-10-01,0.15
Cadmium,2016-10-02,0.0
Cadmium,2016-10-08,0.0
Cadmium,2016-10-15,0.99
Cadmium,2016-10-22,0.0
Cadmium,2016-11-04,0.05
Cadmium,2016-11-11,0.07
Cadmium,2016-11-12,0.47
Cadmium,2016-12-02,0.0
Cadmium,2016-12-03,0.09
Cadmium,2016-12-08,1.21
Calcium,1998-01-11,52.0
Calcium,1998-01-26,66.93
Calcium,1998-01-31,53.77
Calcium,1998-02-15,56.0
Calcium,1998-02-20,62.59
Calcium,1998-02-24,52.3
Calcium,1998-03-12,68.0
Calcium,1998-03-19,55.09
Calcium,1998-03-21,63.35
Calcium,1998-04-11,50.5
Calcium,1998-04-16,62.0
Calcium,1998-04-17,57.75
Calcium,1998-04-18,54.75
Calcium,1998-05-09,48.8
Calcium,1998-05-20,60.31
Calcium,1998-05-26,57.97
Calcium,1998-06-06,53.5
Calcium,1998-06-27,64.0
Calcium,1998-06-28,55.67
Calcium,1998-06-29,59.5
Calcium,1998-06-30,54.0
Calcium,1998-07-11,46.1
Calcium,1998-07-23,58.6
Calcium,1998-07-26,56.37
Calcium,1998-08-08,48.5
Calcium,1998-08-22,53.0
Calcium,1998-08-23,49.0
Calcium,1998-08-24,62.0
Calcium,1998-08-25,54.0
Calcium,1998-08-26,55.0
Calcium,1998-09-05,48.0
Calcium,1998-09-20,50.77
Calcium,1998-09-27,46.34
Calcium,1998-10-01,68.6
Calcium,1998-10-03,48.5
Calcium,1998-10-23,58.0
Calcium,1998-10-24,62.0
Calcium,1998-10-29,65.0
Calcium,1998-10-30,60.0
Calcium,1998-11-07,50.0
Calcium,1998-11-14,78.0
Calcium,1998-11-20,55.8
Calcium,1998-11-26,57.71
Calcium,1998-11-28,75.87
Calcium,1998-12-05,62.0
Calcium,1998-12-10,56.33
Calcium,1998-12-13,67.0
Calcium,1998-12-17,55.53
Calcium,1998-12-18,58.33
Calcium,1998-12-19,64.5
Calcium,1999-01-09,57.33
Calcium,1999-01-16,64.39
Calcium,1999-01-21,62.52
Calcium,1999-01-27,68.09
Calcium,1999-01-30,64.84
Calcium,1999-02-11,62.03
Calcium,1999-02-13,88.0
Calcium,1999-02-18,67.15
Calcium,1999-02-20,70.02
Calcium,1999-02-26,68.42
Calcium,1999-02-27,68.42
Calcium,1999-03-11,59.04
Calcium,1999-03-13,66.0
Calcium,1999-03-17,64.84
Calcium,1999-03-19,68.09
Calcium,1999-03-24,58.83
Calcium,1999-03-25,60.38
Calcium,1999-04-16,58.0
Calcium,1999-04-22,58.25
Calcium,1999-04-23,59.6
Calcium,1999-04-26,57.0
Calcium,1999-05-13,46.87
Calcium,1999-05-15,72.0
Calcium,1999-05-20,52.7
Calcium,1999-05-26,52.6
Calcium,1999-05-27,74.1
Calcium,1999-05-28,50.93
Calcium,1999-06-06,42.0
Calcium,1999-06-18,63.0
Calcium,1999-06-19,49.33
Calcium,1999-06-22,58.0
Calcium,1999-06-23,48.33
Calcium,1999-06-25,46.33
Calcium,1999-07-22,47.7
Calcium,1999-07-24,79.13
Calcium,1999-07-25,73.0
Calcium,1999-07-26,50.5
Calcium,1999-07-28,62.0
Calcium,1999-08-19,55.0
Calcium,1999-08-28,55.5
Calcium,1999-08-29,64.0
Calcium,1999-08-30,56.75
Calcium,1999-08-31,55.33
Calcium,1999-09-16,57.0
Calcium,1999-09-18,93.67
Calcium,1999-09-19,56.47
Calcium,1999-09-21,60.9
Calcium,1999-10-10,49.0
Calcium,1999-10-20,75.0
Calcium,1999-10-21,57.25
Calcium,1999-10-22,58.75
Calcium,1999-10-23,56.0
Calcium,1999-11-05,43.35
Calcium,1999-11-07,70.0
Calcium,1999-11-18,62.43
Calcium,1999-11-20,132.7
Calcium,1999-11-26,52.32
Calcium,1999-12-09,56.88
Calcium,1999-12-10,127.65
Calcium,1999-12-11,74.0
Calcium,1999-12-15,56.33
Calcium,1999-12-16,65.5
Calcium,2000-01-14,56.88
Calcium,2000-01-15,102.3
Calcium,2000-01-16,72.0
Calcium,2000-01-19,51.12
Calcium,2000-02-10,60.53
Calcium,2000-02-12,75.0
Calcium,2000-02-18,69.6
Calcium,2000-02-19,81.82
Calcium,2000-03-10,62.07
Calcium,2000-03-12,84.8
Calcium,2000-03-18,68.63
Calcium,2000-03-19,109.25
Calcium,2000-03-23,57.13
Calcium,2000-03-24,64.23
Calcium,2000-04-14,59.77
Calcium,2000-04-16,78.0
Calcium,2000-04-28,59.75
Calcium,2000-04-29,62.71
Calcium,2000-05-12,52.87
Calcium,2000-05-14,72.0
Calcium,2000-05-19,47.23
Calcium,2000-05-20,58.3
Calcium,2000-05-26,51.8
Calcium,2000-05-27,57.98
Calcium,2000-06-09,53.2
Calcium,2000-06-24,59.87
Calcium,2000-06-25,58.13
Calcium,2000-06-26,69.1
Calcium,2000-06-27,77.7
Calcium,2000-06-28,56.33
Calcium,2000-06-29,59.5
Calcium,2000-07-14,53.1
Calcium,2000-07-16,70.0
Calcium,2000-07-21,47.6
Calcium,2000-07-27,68.5
Calcium,2000-07-28,51.58
Calcium,2000-07-29,48.93
Calcium,2000-08-17,52.33
Calcium,2000-08-25,54.0
Calcium,2000-08-26,48.33
Calcium,2000-08-27,63.0
Calcium,2000-08-28,54.25
Calcium,2000-08-29,50.67
Calcium,2000-09-08,49.3
Calcium,2000-09-10,75.0
Calcium,2000-09-21,57.03
Calcium,2000-09-23,53.0
Calcium,2000-09-24,57.5
Calcium,2000-10-06,52.73
Calcium,2000-10-15,74.0
Calcium,2000-10-16,54.33
Calcium,2000-10-17,64.0
Calcium,2000-10-18,57.75
Calcium,2000-10-19,55.33
Calcium,2000-11-10,55.13
Calcium,2000-11-12,85.0
Calcium,2000-11-18,61.1
Calcium,2000-11-23,62.6
Calcium,2000-11-24,127.0
Calcium,2000-11-25,53.1
Calcium,2000-12-03,49.2
Calcium,2000-12-04,77.8
Calcium,2000-12-08,62.1
Calcium,2000-12-10,72.0
Calcium,2000-12-30,55.05
Calcium,2001-01-16,55.33
Calcium,2001-01-17,77.35
Calcium,2001-01-20,50.67
Calcium,2001-01-25,70.43
Calcium,2001-01-27,59.27
Calcium,2001-01-28,83.0
Calcium,2001-02-17,76.93
Calcium,2001-02-18,85.33
Calcium,2001-02-22,62.2
Calcium,2001-02-24,62.33
Calcium,2001-03-10,48.0
Calcium,2001-03-18,75.0
Calcium,2001-03-22,56.83
Calcium,2001-03-25,54.17
Calcium,2001-03-31,67.4
Calcium,2001-04-19,60.67
Calcium,2001-04-27,59.25
Calcium,2001-04-29,62.8
Calcium,2001-04-30,58.0
Calcium,2001-05-04,48.0
Calcium,2001-05-13,82.0
Calcium,2001-05-27,59.48
Calcium,2001-05-28,77.3
Calcium,2001-06-06,53.33
Calcium,2001-06-19,54.25
Calcium,2001-06-21,57.75
Calcium,2001-07-07,57.0
Calcium,2001-07-27,60.25
Calcium,2001-07-28,58.9
Calcium,2001-08-04,50.33
Calcium,2001-08-26,52.0
Calcium,2001-08-28,56.0
Calcium,2001-08-29,51.0
Calcium,2001-09-14,54.0
Calcium,2001-09-16,80.0
Calcium,2001-09-22,55.7
Calcium,2001-09-23,70.0
Calcium,2001-09-25,59.35
Calcium,2001-10-12,58.63
Calcium,2001-10-14,75.0
Calcium,2001-11-18,53.1
Calcium,2001-11-22,66.77
Calcium,2001-11-23,63.35
Calcium,2001-12-07,63.4
Calcium,2001-12-09,75.0
Calcium,2001-12-21,66.77
Calcium,2002-01-24,95.0
Calcium,2002-01-25,96.0
Calcium,2002-01-26,95.0
Calcium,2002-01-27,68.7
Calcium,2002-02-01,43.53
Calcium,2002-02-02,59.25
Calcium,2002-02-15,53.9
Calcium,2002-02-16,53.1
Calcium,2002-02-17,50.65
Calcium,2002-02-18,64.8
Calcium,2002-02-24,62.2
Calcium,2002-02-25,70.37
Calcium,2002-03-16,55.43
Calcium,2002-03-21,44.35
Calcium,2002-03-23,102.0
Calcium,2002-03-26,67.0
Calcium,2002-03-28,59.3
Calcium,2002-03-29,71.55
Calcium,2002-03-31,54.17
Calcium,2002-04-20,58.0
Calcium,2002-04-25,45.2
Calcium,2002-04-27,57.04
Calcium,2002-05-09,41.47
Calcium,2002-05-11,53.8
Calcium,2002-05-18,52.45
Calcium,2002-05-23,41.7
Calcium,2002-05-25,73.58
Calcium,2002-06-12,44.9
Calcium,2002-06-13,58.6
Calcium,2002-06-21,50.03
Calcium,2002-06-22,55.45
Calcium,2002-06-27,42.77
Calcium,2002-06-29,72.0
Calcium,2002-07-12,42.23
Calcium,2002-07-13,44.5
Calcium,2002-07-20,41.87
Calcium,2002-07-24,40.53
Calcium,2002-07-25,42.98
Calcium,2002-07-26,60.85
Calcium,2002-07-27,76.8
Calcium,2002-08-08,41.83
Calcium,2002-08-10,44.13
Calcium,2002-08-21,48.42
Calcium,2002-08-22,42.78
Calcium,2002-08-23,41.9
Calcium,2002-08-24,75.0
Calcium,2002-09-12,45.73
Calcium,2002-09-13,53.67
Calcium,2002-09-19,45.47
Calcium,2002-09-21,44.59
Calcium,2002-09-25,49.7
Calcium,2002-09-27,49.0
Calcium,2002-10-10,51.06
Calcium,2002-10-12,53.75
Calcium,2002-10-24,52.6
Calcium,2002-10-26,56.23
Calcium,2002-10-30,52.33
Calcium,2002-11-07,47.57
Calcium,2002-11-21,50.9
Calcium,2002-11-23,86.0
Calcium,2002-12-06,65.43
Calcium,2002-12-12,54.9
Calcium,2002-12-13,50.67
Calcium,2002-12-14,52.1
Calcium,2002-12-15,50.1
Calcium,2002-12-18,49.4
Calcium,2002-12-19,54.0
Calcium,2002-12-22,82.0
Calcium,2003-01-17,56.1
Calcium,2003-01-23,56.03
Calcium,2003-01-24,53.06
Calcium,2003-01-26,89.6
Calcium,2003-02-03,52.1
Calcium,2003-02-13,54.43
Calcium,2003-02-21,57.42
Calcium,2003-02-28,57.63
Calcium,2003-03-06,54.47
Calcium,2003-03-19,62.33
Calcium,2003-03-20,46.33
Calcium,2003-03-21,69.9
Calcium,2003-03-23,78.4
Calcium,2003-03-29,57.37
Calcium,2003-03-30,58.0
Calcium,2003-04-10,47.08
Calcium,2003-04-20,44.5
Calcium,2003-04-24,50.23
Calcium,2003-04-25,48.33
Calcium,2003-04-26,63.95
Calcium,2003-04-27,63.57
Calcium,2003-05-08,46.55
Calcium,2003-05-18,60.56
Calcium,2003-05-21,65.5
Calcium,2003-05-22,51.94
Calcium,2003-05-24,90.0
Calcium,2003-05-25,55.6
Calcium,2003-06-06,42.32
Calcium,2003-06-13,46.97
Calcium,2003-06-19,48.03
Calcium,2003-06-21,58.05
Calcium,2003-06-26,49.18
Calcium,2003-06-28,21.35
Calcium,2003-07-06,47.9
Calcium,2003-07-10,45.86
Calcium,2003-07-12,54.4
Calcium,2003-07-24,47.8
Calcium,2003-07-25,42.67
Calcium,2003-07-26,73.6
Calcium,2003-08-07,41.67
Calcium,2003-08-09,110.4
Calcium,2003-08-16,47.77
Calcium,2003-08-20,69.65
Calcium,2003-08-27,47.77
Calcium,2003-08-28,52.9
Calcium,2003-09-05,64.33
Calcium,2003-09-13,57.75
Calcium,2003-09-15,58.9
Calcium,2003-09-16,55.0
Calcium,2003-09-17,49.7
Calcium,2003-09-18,48.4
Calcium,2003-10-08,39.07
Calcium,2003-10-09,43.88
Calcium,2003-10-12,47.17
Calcium,2003-10-23,56.28
Calcium,2003-10-25,68.12
Calcium,2003-11-13,55.2
Calcium,2003-11-19,64.73
Calcium,2003-11-20,57.28
Calcium,2003-11-22,64.75
Calcium,2003-11-27,51.73
Calcium,2003-11-29,78.0
Calcium,2003-12-04,55.59
Calcium,2003-12-14,36.3
Calcium,2003-12-18,59.09
Calcium,2003-12-19,66.1
Calcium,2003-12-20,89.6
Calcium,2003-12-21,33.7
Calcium,2004-01-08,61.27
Calcium,2004-01-22,73.9
Calcium,2004-01-23,70.0
Calcium,2004-01-29,47.24
Calcium,2004-01-31,83.2
Calcium,2004-02-12,52.84
Calcium,2004-02-13,36.3
Calcium,2004-02-14,19.4
Calcium,2004-02-19,54.4
Calcium,2004-02-26,50.43
Calcium,2004-02-28,73.6
Calcium,2004-03-12,56.44
Calcium,2004-03-14,52.45
Calcium,2004-03-19,54.4
Calcium,2004-03-21,42.8
Calcium,2004-03-26,54.43
Calcium,2004-03-28,81.6
Calcium,2004-03-30,38.67
Calcium,2004-04-09,50.69
Calcium,2004-04-12,38.87
Calcium,2004-04-16,36.0
Calcium,2004-04-23,55.53
Calcium,2004-04-24,58.7
Calcium,2004-04-25,76.8
Calcium,2004-05-16,19.4
Calcium,2004-05-22,43.4
Calcium,2004-05-28,44.13
Calcium,2004-05-30,66.6
Calcium,2004-06-11,49.02
Calcium,2004-06-12,61.55
Calcium,2004-06-18,31.4
Calcium,2004-06-19,31.4
Calcium,2004-06-25,44.0
Calcium,2004-06-27,96.0
Calcium,2004-07-02,49.0
Calcium,2004-07-09,42.35
Calcium,2004-07-10,35.23
Calcium,2004-07-12,33.93
Calcium,2004-07-23,40.73
Calcium,2004-07-25,88.0
Calcium,2004-08-13,42.96
Calcium,2004-08-14,29.65
Calcium,2004-08-19,29.08
Calcium,2004-08-27,49.2
Calcium,2004-08-29,81.6
Calcium,2004-09-03,41.65
Calcium,2004-09-04,21.8
Calcium,2004-09-09,31.7
Calcium,2004-09-10,51.91
Calcium,2004-09-24,49.75
Calcium,2004-09-27,84.8
Calcium,2004-10-08,51.58
Calcium,2004-10-09,45.8
Calcium,2004-10-11,38.53
Calcium,2004-10-21,56.95
Calcium,2004-10-22,52.12
Calcium,2004-10-24,78.4
Calcium,2004-11-05,53.18
Calcium,2004-11-21,45.83
Calcium,2004-11-26,56.13
Calcium,2004-11-28,76.8
Calcium,2004-12-03,49.14
Calcium,2004-12-05,40.53
Calcium,2004-12-11,38.57
Calcium,2004-12-17,57.23
Calcium,2004-12-19,84.8
Calcium,2005-01-14,50.69
Calcium,2005-01-16,39.07
Calcium,2005-01-22,64.7
Calcium,2005-01-27,45.8
Calcium,2005-01-28,61.6
Calcium,2005-01-30,94.4
Calcium,2005-02-11,57.38
Calcium,2005-02-20,68.8
Calcium,2005-02-21,47.17
Calcium,2005-02-24,55.53
Calcium,2005-02-27,83.4
Calcium,2005-03-11,63.26
Calcium,2005-03-17,32.0
Calcium,2005-03-24,60.1
Calcium,2005-03-25,48.23
Calcium,2005-03-27,89.6
Calcium,2005-04-08,59.71
Calcium,2005-04-11,45.42
Calcium,2005-04-22,47.97
Calcium,2005-04-24,54.1
Calcium,2005-04-25,83.2
Calcium,2005-05-13,49.84
Calcium,2005-05-16,54.93
Calcium,2005-05-28,43.06
Calcium,2005-05-29,68.9
Calcium,2005-06-10,47.82
Calcium,2005-06-13,48.4
Calcium,2005-06-17,50.05
Calcium,2005-06-24,37.4
Calcium,2005-06-26,105.6
Calcium,2005-07-08,44.23
Calcium,2005-07-22,39.23
Calcium,2005-07-23,36.0
Calcium,2005-07-24,49.87
Calcium,2005-08-12,41.8
Calcium,2005-08-14,36.0
Calcium,2005-08-18,41.33
Calcium,2005-08-26,37.7
Calcium,2005-08-28,83.2
Calcium,2005-09-09,44.16
Calcium,2005-09-22,44.0
Calcium,2005-09-23,47.33
Calcium,2005-09-24,52.0
Calcium,2005-09-25,88.0
Calcium,2005-10-02,49.55
Calcium,2005-10-10,53.4
Calcium,2005-10-14,54.8
Calcium,2005-10-21,48.8
Calcium,2005-10-23,80.1
Calcium,2005-11-06,52.57
Calcium,2005-11-11,34.4
Calcium,2005-11-19,49.2
Calcium,2005-11-24,69.55
Calcium,2005-11-25,49.3
Calcium,2005-11-27,84.8
Calcium,2005-12-02,57.63
Calcium,2005-12-05,60.59
Calcium,2005-12-09,35.05
Calcium,2005-12-16,56.5
Calcium,2005-12-18,80.0
Calcium,2005-12-22,95.0
Calcium,2006-01-13,58.96
Calcium,2006-01-19,37.2
Calcium,2006-01-27,55.04
Calcium,2006-01-28,69.3
Calcium,2006-01-29,76.25
Calcium,2006-02-10,59.39
Calcium,2006-02-24,52.95
Calcium,2006-02-25,77.0
Calcium,2006-02-26,89.6
Calcium,2006-03-09,47.81
Calcium,2006-03-17,38.1
Calcium,2006-03-23,55.28
Calcium,2006-03-25,83.2
Calcium,2006-04-06,44.35
Calcium,2006-04-15,57.83
Calcium,2006-04-23,44.5
Calcium,2006-04-27,52.76
Calcium,2006-04-29,80.0
Calcium,2006-05-03,44.35
Calcium,2006-05-11,64.68
Calcium,2006-05-25,45.48
Calcium,2006-05-27,91.2
Calcium,2006-05-31,57.8
Calcium,2006-06-08,48.23
Calcium,2006-06-18,50.9
Calcium,2006-06-22,47.03
Calcium,2006-06-25,69.6
Calcium,2006-06-26,57.85
Calcium,2006-07-09,63.2
Calcium,2006-07-11,57.0
Calcium,2006-07-13,53.58
Calcium,2006-07-16,50.05
Calcium,2006-07-27,45.4
Calcium,2006-08-10,47.72
Calcium,2006-08-13,64.65
Calcium,2006-08-18,44.5
Calcium,2006-08-24,46.93
Calcium,2006-08-26,73.6
Calcium,2006-09-02,54.57
Calcium,2006-09-07,52.18
Calcium,2006-09-14,58.87
Calcium,2006-09-21,49.07
Calcium,2006-09-22,64.6
Calcium,2006-09-23,83.2
Calcium,2006-10-06,66.75
Calcium,2006-10-08,61.73
Calcium,2006-10-12,49.78
Calcium,2006-10-26,56.33
Calcium,2006-10-28,76.8
Calcium,2006-11-09,64.34
Calcium,2006-11-15,64.1
Calcium,2006-11-22,72.1
Calcium,2006-11-23,50.73
Calcium,2006-11-25,70.4
Calcium,2006-12-07,53.61
Calcium,2006-12-10,56.1
Calcium,2006-12-13,68.1
Calcium,2006-12-21,59.2
Calcium,2006-12-23,75.2
Calcium,2007-01-11,57.5
Calcium,2007-01-18,56.1
Calcium,2007-01-24,72.0
Calcium,2007-01-25,59.25
Calcium,2007-01-27,76.8
Calcium,2007-02-08,54.56
Calcium,2007-02-15,64.1
Calcium,2007-02-16,56.0
Calcium,2007-02-22,56.7
Calcium,2007-02-24,86.4
Calcium,2007-03-09,45.49
Calcium,2007-03-15,52.75
Calcium,2007-03-22,40.67
Calcium,2007-03-23,69.43
Calcium,2007-03-24,80.0
Calcium,2007-03-28,58.1
Calcium,2007-04-06,41.32
Calcium,2007-04-12,42.29
Calcium,2007-04-19,36.87
Calcium,2007-04-20,56.1
Calcium,2007-04-21,73.6
Calcium,2007-05-10,46.07
Calcium,2007-05-18,45.33
Calcium,2007-05-24,47.56
Calcium,2007-05-26,73.13
Calcium,2007-06-07,49.14
Calcium,2007-06-09,52.1
Calcium,2007-06-21,51.26
Calcium,2007-06-23,63.53
Calcium,2007-07-05,48.63
Calcium,2007-07-07,48.5
Calcium,2007-07-19,47.02
Calcium,2007-07-21,73.6
Calcium,2007-07-22,46.0
Calcium,2007-08-04,40.2
Calcium,2007-08-11,51.8
Calcium,2007-08-23,48.57
Calcium,2007-08-25,54.8
Calcium,2007-09-06,47.8
Calcium,2007-09-12,47.99
Calcium,2007-09-20,62.07
Calcium,2007-09-23,73.6
Calcium,2007-09-29,64.2
Calcium,2007-09-30,44.0
Calcium,2007-10-07,50.7
Calcium,2007-10-13,51.8
Calcium,2007-10-25,55.55
Calcium,2007-10-26,42.75
Calcium,2007-10-27,99.2
Calcium,2007-11-10,38.9
Calcium,2007-11-15,68.24
Calcium,2007-11-21,54.4
Calcium,2007-11-22,67.18
Calcium,2007-11-23,66.1
Calcium,2007-11-24,83.2
Calcium,2007-11-28,60.25
Calcium,2007-12-08,54.4
Calcium,2007-12-13,50.5
Calcium,2007-12-20,60.31
Calcium,2007-12-22,76.23
Calcium,2008-01-10,49.45
Calcium,2008-01-12,62.2
Calcium,2008-01-18,70.0
Calcium,2008-01-24,63.15
Calcium,2008-01-26,88.0
Calcium,2008-02-03,54.4
Calcium,2008-02-06,60.92
Calcium,2008-02-15,54.4
Calcium,2008-02-21,55.57
Calcium,2008-02-23,55.42
Calcium,2008-03-02,53.17
Calcium,2008-03-14,51.88
Calcium,2008-03-17,49.28
Calcium,2008-03-21,42.74
Calcium,2008-03-23,78.4
Calcium,2008-03-30,48.64
Calcium,2008-04-11,57.1
Calcium,2008-04-14,55.8
Calcium,2008-04-28,51.77
Calcium,2008-05-03,65.2
Calcium,2008-05-09,47.22
Calcium,2008-05-16,48.63
Calcium,2008-05-18,45.88
Calcium,2008-05-26,61.1
Calcium,2008-05-30,56.6
Calcium,2008-05-31,56.6
Calcium,2008-06-12,49.73
Calcium,2008-06-13,37.07
Calcium,2008-06-15,47.14
Calcium,2008-06-20,47.71
Calcium,2008-06-26,53.4
Calcium,2008-06-29,60.2
Calcium,2008-07-07,56.3
Calcium,2008-07-11,44.96
Calcium,2008-07-12,50.2
Calcium,2008-07-25,56.34
Calcium,2008-07-27,76.0
Calcium,2008-08-03,51.69
Calcium,2008-08-08,41.26
Calcium,2008-08-10,53.72
Calcium,2008-08-11,47.15
Calcium,2008-08-22,52.99
Calcium,2008-08-23,48.46
Calcium,2008-08-28,53.71
Calcium,2008-08-31,74.8
Calcium,2008-09-05,55.41
Calcium,2008-09-06,45.84
Calcium,2008-09-07,48.46
Calcium,2008-09-11,49.76
Calcium,2008-09-13,58.52
Calcium,2008-09-18,54.27
Calcium,2008-09-21,68.76
Calcium,2008-09-26,57.67
Calcium,2008-09-28,74.8
Calcium,2008-10-03,52.58
Calcium,2008-10-10,54.28
Calcium,2008-10-12,52.1
Calcium,2008-10-17,53.59
Calcium,2008-10-19,56.12
Calcium,2008-10-24,49.56
Calcium,2008-10-26,70.0
Calcium,2008-11-01,55.81
Calcium,2008-11-07,51.42
Calcium,2008-11-15,50.73
Calcium,2008-11-17,58.1
Calcium,2008-11-27,89.4
Calcium,2008-11-28,57.93
Calcium,2008-12-05,62.12
Calcium,2008-12-12,56.65
Calcium,2008-12-15,56.11
Calcium,2008-12-19,80.8
Calcium,2009-01-09,54.77
Calcium,2009-01-11,58.35
Calcium,2009-01-15,47.4
Calcium,2009-01-21,44.7
Calcium,2009-01-24,58.11
Calcium,2009-01-29,78.16
Calcium,2009-02-08,52.1
Calcium,2009-02-13,52.94
Calcium,2009-02-14,46.11
Calcium,2009-02-26,74.6
Calcium,2009-02-27,55.12
Calcium,2009-03-06,46.68
Calcium,2009-03-13,56.28
Calcium,2009-03-17,54.0
Calcium,2009-03-19,45.77
Calcium,2009-03-20,52.89
Calcium,2009-03-27,54.92
Calcium,2009-03-29,52.8
Calcium,2009-04-12,45.0
Calcium,2009-04-17,55.23
Calcium,2009-04-18,50.18
Calcium,2009-04-23,44.71
Calcium,2009-04-24,68.3
Calcium,2009-04-25,61.0
Calcium,2009-05-04,45.59
Calcium,2009-05-08,63.07
Calcium,2009-05-17,74.5
Calcium,2009-05-21,50.35
Calcium,2009-05-25,51.53
Calcium,2009-05-28,58.5
Calcium,2009-06-12,53.26
Calcium,2009-06-14,48.33
Calcium,2009-06-20,45.6
Calcium,2009-06-25,49.49
Calcium,2009-06-28,51.52
Calcium,2009-07-09,45.62
Calcium,2009-07-11,56.57
Calcium,2009-07-12,46.78
Calcium,2009-07-19,48.1
Calcium,2009-07-23,48.42
Calcium,2009-07-26,47.7
Calcium,2009-07-30,66.9
Calcium,2009-08-08,47.7
Calcium,2009-08-17,53.6
Calcium,2009-08-20,40.4
Calcium,2009-08-21,47.55
Calcium,2009-08-23,50.44
Calcium,2009-08-28,42.94
Calcium,2009-09-07,46.35
Calcium,2009-09-09,47.51
Calcium,2009-09-18,39.5
Calcium,2009-09-21,61.0
Calcium,2009-09-22,46.35
Calcium,2009-09-24,49.08
Calcium,2009-09-27,49.08
Calcium,2009-09-28,46.35
Calcium,2009-10-08,44.8
Calcium,2009-10-10,46.23
Calcium,2009-10-19,52.9
Calcium,2009-10-22,50.91
Calcium,2009-10-29,55.2
Calcium,2009-10-30,53.44
Calcium,2009-11-07,50.35
Calcium,2009-11-13,44.53
Calcium,2009-11-14,30.53
Calcium,2009-11-16,57.25
Calcium,2009-11-20,54.8
Calcium,2009-11-26,49.8
Calcium,2009-12-05,48.32
Calcium,2009-12-10,62.6
Calcium,2009-12-12,54.2
Calcium,2009-12-13,53.71
Calcium,2009-12-19,43.9
Calcium,2010-01-10,54.71
Calcium,2010-01-16,31.5
Calcium,2010-01-17,50.0
Calcium,2010-01-23,110.8
Calcium,2010-01-24,51.53
Calcium,2010-01-28,61.97
Calcium,2010-02-07,62.98
Calcium,2010-02-14,72.52
Calcium,2010-02-18,52.7
Calcium,2010-02-19,76.15
Calcium,2010-02-20,57.39
Calcium,2010-03-12,58.52
Calcium,2010-03-18,49.2
Calcium,2010-03-19,30.9
Calcium,2010-03-20,65.2
Calcium,2010-03-24,51.6
Calcium,2010-03-25,50.74
Calcium,2010-04-08,66.13
Calcium,2010-04-16,60.39
Calcium,2010-04-17,33.5
Calcium,2010-04-18,53.54
Calcium,2010-04-21,49.8
Calcium,2010-04-22,49.91
Calcium,2010-05-09,65.13
Calcium,2010-05-14,61.22
Calcium,2010-05-19,39.86
Calcium,2010-05-20,29.9
Calcium,2010-05-22,50.8
Calcium,2010-05-26,51.2
Calcium,2010-06-13,54.71
Calcium,2010-06-17,51.88
Calcium,2010-06-19,59.27
Calcium,2010-06-23,45.11
Calcium,2010-07-15,52.1
Calcium,2010-07-16,46.25
Calcium,2010-07-18,47.47
Calcium,2010-07-22,55.4
Calcium,2010-07-24,46.49
Calcium,2010-07-28,49.8
Calcium,2010-08-11,50.8
Calcium,2010-08-12,40.4
Calcium,2010-08-14,50.47
Calcium,2010-08-18,41.68
Calcium,2010-08-21,50.0
Calcium,2010-08-26,49.8
Calcium,2010-08-28,55.0
Calcium,2010-09-02,57.92
