chemical,sample_year,count
Isodrin,2011,0
Isodrin,2012,0
Isodrin,2013,0
Isodrin,2014,0
Isodrin,2015,0
Isodrin,2016,0
Lead,1998,123
Lead,1999,183
Lead,2000,191
Lead,2001,135
Lead,2002,159
Lead,2003,194
Lead,2004,233
Lead,2005,239
Lead,2006,243
Lead,2007,229
Lead,2008,79
Lead,2009,110
Lead,2010,196
Lead,2011,201
Lead,2012,92
Lead,2013,74
Lead,2014,109
Lead,2015,81
Lead,2016,135
Macrozoobenthos,1998,120
Macrozoobenthos,1999,138
Macrozoobenthos,2000,179
Macrozoobenthos,2001,117
Macrozoobenthos,2002,0
Macrozoobenthos,2003,92
Macrozoobenthos,2004,73
Macrozoobenthos,2005,192
Macrozoobenthos,2006,175
Macrozoobenthos,2007,97
Macrozoobenthos,2008,12
Macrozoobenthos,2009,8
Macrozoobenthos,2010,11
Macrozoobenthos,2011,12
Macrozoobenthos,2012,6
Macrozoobenthos,2013,29
Macrozoobenthos,2014,6
Macrozoobenthos,2015,0
Macrozoobenthos,2016,6
Magnesium,1998,120
Magnesium,1999,176
Magnesium,2000,179
Magnesium,2001,157
Magnesium,2002,240
Magnesium,2003,231
Magnesium,2004,200
Magnesium,2005,216
Magnesium,2006,213
Magnesium,2007,194
Magnesium,2008,203
Magnesium,2009,217
Magnesium,2010,201
Magnesium,2011,196
Magnesium,2012,190
Magnesium,2013,204
Magnesium,2014,233
Magnesium,2015,215
Magnesium,2016,211
Manganese,1998,123
Manganese,1999,186
Manganese,2000,191
Manganese,2001,153
Manganese,2002,192
Manganese,2003,238
Manganese,2004,330
Manganese,2005,313
Manganese,2006,300
Manganese,2007,356
Manganese,2008,161
Manganese,2009,318
Manganese,2010,275
Manganese,2011,210
Manganese,2012,156
Manganese,2013,161
Manganese,2014,155
Manganese,2015,221
Manganese,2016,0
Mercury,1998,120
Mercury,1999,0
Mercury,2000,0
Mercury,2001,0
Mercury,2002,0
Mercury,2003,0
Mercury,2004,0
Mercury,2005,242
Mercury,2006,210
Mercury,2007,199
Mercury,2008,79
Mercury,2009,99
Mercury,2010,164
Mercury,2011,183
Mercury,2012,76
Mercury,2013,68
Mercury,2014,109
Mercury,2015,83
Mercury,2016,132
Methoxychlor,1998,0
Methoxychlor,1999,0
Methoxychlor,2000,0
Methoxychlor,2001,0
Methoxychlor,2002,0
Methoxychlor,2003,0
Methoxychlor,2004,0
Methoxychlor,2005,11
Methoxychlor,2006,5
Methoxychlor,2007,0
Methoxychlor,2008,0
Methoxychlor,2009,0
Methoxychlor,2010,0
Methoxychlor,2011,0
Methoxychlor,2012,0
Methoxychlor,2013,0
Methoxychlor,2014,0
Methoxychlor,2015,0
Methoxychlor,2016,0
Methylosmoline,1998,0
Methylosmoline,1999,0
Methylosmoline,2000,0
Methylosmoline,2001,0
Methylosmoline,2002,0
Methylosmoline,2003,0
Methylosmoline,2004,0
Methylosmoline,2005,0
Methylosmoline,2006,0
Methylosmoline,2007,0
Methylosmoline,2008,0
Methylosmoline,2009,0
Methylosmoline,2010,0
Methylosmoline,2011,0
Methylosmoline,2012,0
Methylosmoline,2013,0
Methylosmoline,2014,168
Methylosmoline,2015,145
Methylosmoline,2016,161
Metolachlor,1998,0
Metolachlor,1999,0
Metolachlor,2000,0
Metolachlor,2001,0
Metolachlor,2002,0
Metolachlor,2003,0
Metolachlor,2004,0
Metolachlor,2005,101
Metolachlor,2006,200
Metolachlor,2007,221
Metolachlor,2008,0
Metolachlor,2009,0
Metolachlor,2010,0
Metolachlor,2011,0
Metolachlor,2012,0
Metolachlor,2013,0
Metolachlor,2014,0
Metolachlor,2015,0
Metolachlor,2016,0
Naphthalene,1998,0
Naphthalene,1999,0
Naphthalene,2000,0
Naphthalene,2001,0
Naphthalene,2002,0
Naphthalene,2003,0
Naphthalene,2004,0
Naphthalene,2005,0
Naphthalene,2006,0
Naphthalene,2007,0
Naphthalene,2008,34
Naphthalene,2009,56
Naphthalene,2010,0
Naphthalene,2011,0
Naphthalene,2012,0
Naphthalene,2013,0
Naphthalene,2014,0
Naphthalene,2015,0
Naphthalene,2016,0
Nickel,1998,120
Nickel,1999,12
Nickel,2000,0
Nickel,2001,10
Nickel,2002,106
Nickel,2003,194
Nickel,2004,221
Nickel,2005,234
Nickel,2006,242
Nickel,2007,229
Nickel,2008,79
Nickel,2009,110
Nickel,2010,199
Nickel,2011,198
Nickel,2012,92
Nickel,2013,75
Nickel,2014,106
Nickel,2015,80
Nickel,2016,135
Nitrates,1998,120
Nitrates,1999,176
Nitrates,2000,179
Nitrates,2001,157
Nitrates,2002,238
Nitrates,2003,236
Nitrates,2004,227
Nitrates,2005,252
Nitrates,2006,249
Nitrates,2007,228
Nitrates,2008,233
Nitrates,2009,282
Nitrates,2010,306
Nitrates,2011,331
Nitrates,2012,300
Nitrates,2013,297
Nitrates,2014,326
Nitrates,2015,325
Nitrates,2016,324
Nitrites,1998,120
Nitrites,1999,176
Nitrites,2000,179
Nitrites,2001,157
Nitrites,2002,240
Nitrites,2003,236
Nitrites,2004,227
Nitrites,2005,252
Nitrites,2006,249
Nitrites,2007,228
Nitrites,2008,233
Nitrites,2009,282
Nitrites,2010,307
Nitrites,2011,331
Nitrites,2012,300
Nitrites,2013,296
Nitrites,2014,326
Nitrites,2015,328
Nitrites,2016,324
Organic nitrogen,1998,0
Organic nitrogen,1999,0
Organic nitrogen,2000,0
Organic nitrogen,2001,0
Organic nitrogen,2002,0
Organic nitrogen,2003,0
Organic nitrogen,2004,0
Organic nitrogen,2005,0
Organic nitrogen,2006,0
Organic nitrogen,2007,0
Organic nitrogen,2008,0
Organic nitrogen,2009,40
Organic nitrogen,2010,17
Organic nitrogen,2011,24
Organic nitrogen,2012,24
Organic nitrogen,2013,4
Organic nitrogen,2014,0
Organic nitrogen,2015,1
Organic nitrogen,2016,0
Orthophosphate-phosphorus,1998,120
Orthophosphate-phosphorus,1999,176
Orthophosphate-phosphorus,2000,179
Orthophosphate-phosphorus,2001,157
Orthophosphate-phosphorus,2002,234
Orthophosphate-phosphorus,2003,237
Orthophosphate-phosphorus,2004,226
Orthophosphate-phosphorus,2005,252
Orthophosphate-phosphorus,2006,249
Orthophosphate-phosphorus,2007,228
Orthophosphate-phosphorus,2008,233
Orthophosphate-phosphorus,2009,281
Orthophosphate-phosphorus,2010,307
Orthophosphate-phosphorus,2011,331
Orthophosphate-phosphorus,2012,300
Orthophosphate-phosphorus,2013,296
Orthophosphate-phosphorus,2014,325
Orthophosphate-phosphorus,2015,327
Orthophosphate-phosphorus,2016,324
Oxygen saturation,1998,0
Oxygen saturation,1999,0
Oxygen saturation,2000,0
Oxygen saturation,2001,0
Oxygen saturation,2002,0
Oxygen saturation,2003,0
Oxygen saturation,2004,0
Oxygen saturation,2005,193
Oxygen saturation,2006,248
Oxygen saturation,2007,227
Oxygen saturation,2008,229
Oxygen saturation,2009,254
Oxygen saturation,2010,218
Oxygen saturation,2011,224
Oxygen saturation,2012,129
Oxygen saturation,2013,58
Oxygen saturation,2014,101
Oxygen saturation,2015,152
Oxygen saturation,2016,144
PAHs,1998,0
PAHs,1999,0
PAHs,2000,0
PAHs,2001,0
PAHs,2002,7
PAHs,2003,0
PAHs,2004,0
PAHs,2005,0
PAHs,2006,0
PAHs,2007,0
PAHs,2008,0
PAHs,2009,0
PAHs,2010,0
PAHs,2011,0
PAHs,2012,0
PAHs,2013,0
PAHs,2014,0
PAHs,2015,0
PAHs,2016,0
PCB 101,1998,0
PCB 101,1999,0
PCB 101,2000,0
PCB 101,2001,0
PCB 101,2002,0
PCB 101,2003,8
PCB 101,2004,0
PCB 101,2005,0
PCB 101,2006,0
PCB 101,2007,0
PCB 101,2008,35
PCB 101,2009,55
PCB 101,2010,0
PCB 101,2011,0
PCB 101,2012,0
PCB 101,2013,0
PCB 101,2014,0
PCB 101,2015,0
PCB 101,2016,0
PCB 118,1998,0
PCB 118,1999,0
PCB 118,2000,0
PCB 118,2001,0
PCB 118,2002,0
PCB 118,2003,0
PCB 118,2004,0
PCB 118,2005,0
PCB 118,2006,0
PCB 118,2007,0
PCB 118,2008,0
PCB 118,2009,12
PCB 118,2010,0
PCB 118,2011,0
PCB 118,2012,0
PCB 118,2013,0
PCB 118,2014,0
PCB 118,2015,0
PCB 118,2016,0
PCB 138,1998,0
PCB 138,1999,0
PCB 138,2000,0
PCB 138,2001,0
PCB 138,2002,0
PCB 138,2003,8
PCB 138,2004,0
PCB 138,2005,0
PCB 138,2006,0
PCB 138,2007,0
PCB 138,2008,35
PCB 138,2009,55
PCB 138,2010,0
PCB 138,2011,0
PCB 138,2012,0
PCB 138,2013,0
PCB 138,2014,0
PCB 138,2015,0
PCB 138,2016,0
PCB 153,1998,0
PCB 153,1999,0
PCB 153,2000,0
PCB 153,2001,0
PCB 153,2002,0
PCB 153,2003,8
PCB 153,2004,0
PCB 153,2005,0
PCB 153,2006,0
PCB 153,2007,0
PCB 153,2008,35
PCB 153,2009,55
PCB 153,2010,0
PCB 153,2011,0
PCB 153,2012,0
PCB 153,2013,0
PCB 153,2014,0
PCB 153,2015,0
PCB 153,2016,0
PCB 180,1998,0
PCB 180,1999,0
PCB 180,2000,0
PCB 180,2001,0
PCB 180,2002,0
PCB 180,2003,8
PCB 180,2004,0
PCB 180,2005,0
PCB 180,2006,0
PCB 180,2007,0
PCB 180,2008,35
PCB 180,2009,55
PCB 180,2010,0
PCB 180,2011,0
PCB 180,2012,0
PCB 180,2013,0
PCB 180,2014,0
PCB 180,2015,0
PCB 180,2016,0
PCB 28,1998,0
PCB 28,1999,0
PCB 28,2000,0
PCB 28,2001,0
PCB 28,2002,0
PCB 28,2003,8
PCB 28,2004,0
PCB 28,2005,0
PCB 28,2006,0
PCB 28,2007,0
PCB 28,2008,0
PCB 28,2009,0
PCB 28,2010,0
PCB 28,2011,0
PCB 28,2012,0
PCB 28,2013,0
PCB 28,2014,0
PCB 28,2015,0
PCB 28,2016,0
PCB 52,1998,0
PCB 52,1999,0
PCB 52,2000,0
PCB 52,2001,0
PCB 52,2002,0
PCB 52,2003,8
PCB 52,2004,0
PCB 52,2005,0
PCB 52,2006,0
PCB 52,2007,0
PCB 52,2008,0
PCB 52,2009,0
PCB 52,2010,0
PCB 52,2011,0
PCB 52,2012,0
PCB 52,2013,0
PCB 52,2014,0
PCB 52,2015,0
PCB 52,2016,0
Pentachlorobenzene,1998,0
Pentachlorobenzene,1999,0
Pentachlorobenzene,2000,0
Pentachlorobenzene,2001,0
Pentachlorobenzene,2002,0
Pentachlorobenzene,2003,0
Pentachlorobenzene,2004,0
Pentachlorobenzene,2005,0
Pentachlorobenzene,2006,0
Pentachlorobenzene,2007,0
Pentachlorobenzene,2008,34
Pentachlorobenzene,2009,54
Pentachlorobenzene,2010,0
Pentachlorobenzene,2011,0
Pentachlorobenzene,2012,0
Pentachlorobenzene,2013,0
Pentachlorobenzene,2014,0
Pentachlorobenzene,2015,0
Pentachlorobenzene,2016,0
Petroleum hydrocarbons,1998,0
Petroleum hydrocarbons,1999,0
Petroleum hydrocarbons,2000,0
Petroleum hydrocarbons,2001,0
Petroleum hydrocarbons,2002,7
Petroleum hydrocarbons,2003,0
Petroleum hydrocarbons,2004,70
Petroleum hydrocarbons,2005,66
Petroleum hydrocarbons,2006,87
Petroleum hydrocarbons,2007,114
Petroleum hydrocarbons,2008,161
Petroleum hydrocarbons,2009,190
Petroleum hydrocarbons,2010,98
Petroleum hydrocarbons,2011,60
Petroleum hydrocarbons,2012,44
Petroleum hydrocarbons,2013,0
Petroleum hydrocarbons,2014,44
Petroleum hydrocarbons,2015,104
Petroleum hydrocarbons,2016,140
Phenanthrene,1998,0
Phenanthrene,1999,0
Phenanthrene,2000,0
Phenanthrene,2001,0
Phenanthrene,2002,0
Phenanthrene,2003,0
Phenanthrene,2004,0
Phenanthrene,2005,0
Phenanthrene,2006,0
Phenanthrene,2007,0
Phenanthrene,2008,34
Phenanthrene,2009,56
Phenanthrene,2010,0
Phenanthrene,2011,0
Phenanthrene,2012,0
Phenanthrene,2013,0
Phenanthrene,2014,0
Phenanthrene,2015,0
Phenanthrene,2016,0
Potassium,1998,120
Potassium,1999,176
Potassium,2000,179
Potassium,2001,153
Potassium,2002,13
Potassium,2003,42
Potassium,2004,76
Potassium,2005,96
Potassium,2006,81
Potassium,2007,161
Potassium,2008,134
Potassium,2009,203
Potassium,2010,78
Potassium,2011,80
Potassium,2012,111
Potassium,2013,109
Potassium,2014,151
Potassium,2015,108
Potassium,2016,71
Pyrene,1998,0
Pyrene,1999,0
Pyrene,2000,0
Pyrene,2001,0
Pyrene,2002,0
Pyrene,2003,0
Pyrene,2004,0
Pyrene,2005,0
Pyrene,2006,0
Pyrene,2007,0
Pyrene,2008,34
Pyrene,2009,42
Pyrene,2010,0
Pyrene,2011,0
Pyrene,2012,0
Pyrene,2013,0
Pyrene,2014,0
Pyrene,2015,0
Pyrene,2016,0
Selenium,1998,0
Selenium,1999,0
Selenium,2000,0
Selenium,2001,0
Selenium,2002,0
Selenium,2003,0
Selenium,2004,0
Selenium,2005,0
Selenium,2006,0
Selenium,2007,0
Selenium,2008,47
Selenium,2009,28
Selenium,2010,0
Selenium,2011,0
Selenium,2012,0
Selenium,2013,0
Selenium,2014,0
Selenium,2015,0
Selenium,2016,0
Silica (SiO2),1998,0
Silica (SiO2),1999,0
Silica (SiO2),2000,0
Silica (SiO2),2001,0
Silica (SiO2),2002,0
Silica (SiO2),2003,48
Silica (SiO2),2004,233
Silica (SiO2),2005,238
Silica (SiO2),2006,233
Silica (SiO2),2007,208
Silica (SiO2),2008,231
Silica (SiO2),2009,239
Silica (SiO2),2010,218
Silica (SiO2),2011,0
Silica (SiO2),2012,18
Silica (SiO2),2013,0
Silica (SiO2),2014,2
Silica (SiO2),2015,0
Silica (SiO2),2016,0
Simazine,1998,0
Simazine,1999,0
Simazine,2000,0
Simazine,2001,0
Simazine,2002,0
Simazine,2003,0
Simazine,2004,0
Simazine,2005,25
Simazine,2006,188
Simazine,2007,215
Simazine,2008,0
Simazine,2009,13
Simazine,2010,0
Simazine,2011,0
Simazine,2012,0
Simazine,2013,0
Simazine,2014,0
Simazine,2015,0
Simazine,2016,0
Sodium,1998,120
Sodium,1999,176
Sodium,2000,179
Sodium,2001,153
Sodium,2002,13
Sodium,2003,42
Sodium,2004,77
Sodium,2005,96
Sodium,2006,81
Sodium,2007,158
Sodium,2008,137
Sodium,2009,217
Sodium,2010,78
Sodium,2011,95
Sodium,2012,111
Sodium,2013,108
Sodium,2014,151
Sodium,2015,108
Sodium,2016,71
Sulfides,1998,0
Sulfides,1999,0
Sulfides,2000,0
Sulfides,2001,0
Sulfides,2002,0
Sulfides,2003,0
Sulfides,2004,0
Sulfides,2005,0
Sulfides,2006,0
Sulfides,2007,0
Sulfides,2008,231
Sulfides,2009,123
Sulfides,2010,0
Sulfides,2011,0
Sulfides,2012,35
Sulfides,2013,0
Sulfides,2014,0
Sulfides,2015,0
Sulfides,2016,0
Sulphates,1998,120
Sulphates,1999,176
Sulphates,2000,179
Sulphates,2001,157
Sulphates,2002,228
Sulphates,2003,231
Sulphates,2004,191
Sulphates,2005,192
Sulphates,2006,213
Sulphates,2007,201
Sulphates,2008,198
Sulphates,2009,234
Sulphates,2010,197
Sulphates,2011,83
Sulphates,2012,89
Sulphates,2013,148
Sulphates,2014,152
Sulphates,2015,119
Sulphates,2016,145
Tetrachloromethane,1998,0
Tetrachloromethane,1999,0
Tetrachloromethane,2000,0
Tetrachloromethane,2001,0
Tetrachloromethane,2002,0
Tetrachloromethane,2003,0
Tetrachloromethane,2004,0
Tetrachloromethane,2005,0
Tetrachloromethane,2006,0
Tetrachloromethane,2007,0
Tetrachloromethane,2008,168
Tetrachloromethane,2009,145
Tetrachloromethane,2010,161
Tetrachloromethane,2011,0
Tetrachloromethane,2012,0
Tetrachloromethane,2013,0
Tetrachloromethane,2014,0
Tetrachloromethane,2015,0
Tetrachloromethane,2016,0
Total coliforms,1998,120
Total coliforms,1999,105
Total coliforms,2000,164
Total coliforms,2001,128
Total coliforms,2002,29
Total coliforms,2003,131
Total coliforms,2004,55
Total coliforms,2005,106
Total coliforms,2006,65
Total coliforms,2007,166
Total coliforms,2008,163
Total coliforms,2009,184
Total coliforms,2010,49
Total coliforms,2011,55
Total coliforms,2012,50
Total coliforms,2013,45
Total coliforms,2014,0
Total coliforms,2015,0
Total coliforms,2016,0
Total dissolved phosphorus,1998,0
Total dissolved phosphorus,1999,0
Total dissolved phosphorus,2000,0
Total dissolved phosphorus,2001,0
Total dissolved phosphorus,2002,0
Total dissolved phosphorus,2003,0
Total dissolved phosphorus,2004,0
Total dissolved phosphorus,2005,0
Total dissolved phosphorus,2006,0
Total dissolved phosphorus,2007,0
Total dissolved phosphorus,2008,0
Total dissolved phosphorus,2009,0
Total dissolved phosphorus,2010,0
Total dissolved phosphorus,2011,0
Total dissolved phosphorus,2012,0
Total dissolved phosphorus,2013,0
Total dissolved phosphorus,2014,0
Total dissolved phosphorus,2015,275
Total dissolved phosphorus,2016,246
Total dissolved salts,1998,0
Total dissolved salts,1999,0
Total dissolved salts,2000,0
Total dissolved salts,2001,0
Total dissolved salts,2002,0
Total dissolved salts,2003,0
Total dissolved salts,2004,0
Total dissolved salts,2005,243
Total dissolved salts,2006,249
Total dissolved salts,2007,226
Total dissolved salts,2008,233
Total dissolved salts,2009,280
Total dissolved salts,2010,239
Total dissolved salts,2011,249
Total dissolved salts,2012,212
Total dissolved salts,2013,213
Total dissolved salts,2014,234
Total dissolved salts,2015,199
Total dissolved salts,2016,212
Total extractable matter,1998,0
Total extractable matter,1999,9
Total extractable matter,2000,60
Total extractable matter,2001,45
Total extractable matter,2002,0
Total extractable matter,2003,11
Total extractable matter,2004,6
Total extractable matter,2005,0
Total extractable matter,2006,0
Total extractable matter,2007,0
Total extractable matter,2008,8
Total extractable matter,2009,0
Total extractable matter,2010,11
Total extractable matter,2011,0
Total extractable matter,2012,0
Total extractable matter,2013,0
Total extractable matter,2014,6
Total extractable matter,2015,0
Total extractable matter,2016,0
Total hardness,1998,0
Total hardness,1999,0
Total hardness,2000,0
Total hardness,2001,0
Total hardness,2002,0
Total hardness,2003,0
Total hardness,2004,0
Total hardness,2005,210
Total hardness,2006,195
Total hardness,2007,193
Total hardness,2008,203
Total hardness,2009,148
Total hardness,2010,44
Total hardness,2011,42
Total hardness,2012,50
Total hardness,2013,0
Total hardness,2014,183
Total hardness,2015,191
Total hardness,2016,213
Total nitrogen,1998,0
Total nitrogen,1999,0
Total nitrogen,2000,0
Total nitrogen,2001,0
Total nitrogen,2002,0
Total nitrogen,2003,0
Total nitrogen,2004,0
Total nitrogen,2005,83
Total nitrogen,2006,98
Total nitrogen,2007,162
Total nitrogen,2008,155
Total nitrogen,2009,228
Total nitrogen,2010,207
Total nitrogen,2011,182
Total nitrogen,2012,234
Total nitrogen,2013,286
Total nitrogen,2014,286
Total nitrogen,2015,314
Total nitrogen,2016,318
Total organic carbon,1998,0
Total organic carbon,1999,0
Total organic carbon,2000,0
Total organic carbon,2001,0
Total organic carbon,2002,0
Total organic carbon,2003,0
Total organic carbon,2004,0
Total organic carbon,2005,0
Total organic carbon,2006,0
Total organic carbon,2007,0
Total organic carbon,2008,53
Total organic carbon,2009,126
Total organic carbon,2010,0
Total organic carbon,2011,0
Total organic carbon,2012,0
Total organic carbon,2013,54
Total organic carbon,2014,70
Total organic carbon,2015,69
Total organic carbon,2016,46
Total phosphorus,1998,120
Total phosphorus,1999,176
Total phosphorus,2000,179
Total phosphorus,2001,137
Total phosphorus,2002,234
Total phosphorus,2003,208
Total phosphorus,2004,130
Total phosphorus,2005,238
Total phosphorus,2006,246
Total phosphorus,2007,223
Total phosphorus,2008,222
Total phosphorus,2009,281
Total phosphorus,2010,307
Total phosphorus,2011,331
Total phosphorus,2012,300
Total phosphorus,2013,296
Total phosphorus,2014,325
Total phosphorus,2015,325
Total phosphorus,2016,322
Trifluralin,1998,0
Trifluralin,1999,0
Trifluralin,2000,0
Trifluralin,2001,0
Trifluralin,2002,0
Trifluralin,2003,0
Trifluralin,2004,0
Trifluralin,2005,0
Trifluralin,2006,0
Trifluralin,2007,0
Trifluralin,2008,0
Trifluralin,2009,12
Trifluralin,2010,0
Trifluralin,2011,0
Trifluralin,2012,0
Trifluralin,2013,0
Trifluralin,2014,0
Trifluralin,2015,0
Trifluralin,2016,0
Water temperature,1998,119
Water temperature,1999,181
Water temperature,2000,180
Water temperature,2001,157
Water temperature,2002,240
Water temperature,2003,234
Water temperature,2004,218
Water temperature,2005,252
Water temperature,2006,246
Water temperature,2007,225
Water temperature,2008,230
Water temperature,2009,278
Water temperature,2010,290
Water temperature,2011,328
Water temperature,2012,298
Water temperature,2013,286
Water temperature,2014,307
Water temperature,2015,313
Water temperature,2016,649
Zinc,1998,123
Zinc,1999,186
Zinc,2000,191
Zinc,2001,153
Zinc,2002,189
Zinc,2003,205
Zinc,2004,235
Zinc,2005,247
Zinc,2006,243
Zinc,2007,229
Zinc,2008,79
Zinc,2009,119
Zinc,2010,202
Zinc,2011,208
Zinc,2012,93
Zinc,2013,76
Zinc,2014,111
Zinc,2015,21
Zinc,2016,72
alpha-Hexachlorocyclohexane,1998,0
alpha-Hexachlorocyclohexane,1999,0
alpha-Hexachlorocyclohexane,2000,0
alpha-Hexachlorocyclohexane,2001,0
alpha-Hexachlorocyclohexane,2002,0
alpha-Hexachlorocyclohexane,2003,0
alpha-Hexachlorocyclohexane,2004,0
alpha-Hexachlorocyclohexane,2005,212
alpha-Hexachlorocyclohexane,2006,169
alpha-Hexachlorocyclohexane,2007,219
alpha-Hexachlorocyclohexane,2008,0
alpha-Hexachlorocyclohexane,2009,0
alpha-Hexachlorocyclohexane,2010,0
alpha-Hexachlorocyclohexane,2011,0
alpha-Hexachlorocyclohexane,2012,3
alpha-Hexachlorocyclohexane,2013,0
alpha-Hexachlorocyclohexane,2014,0
alpha-Hexachlorocyclohexane,2015,0
alpha-Hexachlorocyclohexane,2016,0
beta-Hexaxchlorocyclohexane,1998,0
beta-Hexaxchlorocyclohexane,1999,0
beta-Hexaxchlorocyclohexane,2000,0
beta-Hexaxchlorocyclohexane,2001,0
beta-Hexaxchlorocyclohexane,2002,0
beta-Hexaxchlorocyclohexane,2003,0
beta-Hexaxchlorocyclohexane,2004,0
beta-Hexaxchlorocyclohexane,2005,223
beta-Hexaxchlorocyclohexane,2006,195
beta-Hexaxchlorocyclohexane,2007,221
beta-Hexaxchlorocyclohexane,2008,0
beta-Hexaxchlorocyclohexane,2009,0
beta-Hexaxchlorocyclohexane,2010,0
beta-Hexaxchlorocyclohexane,2011,0
beta-Hexaxchlorocyclohexane,2012,0
beta-Hexaxchlorocyclohexane,2013,0
beta-Hexaxchlorocyclohexane,2014,0
beta-Hexaxchlorocyclohexane,2015,0
beta-Hexaxchlorocyclohexane,2016,0
gamma-Hexachlorocyclohexane,1998,22
gamma-Hexachlorocyclohexane,1999,174
gamma-Hexachlorocyclohexane,2000,89
gamma-Hexachlorocyclohexane,2001,112
gamma-Hexachlorocyclohexane,2002,122
gamma-Hexachlorocyclohexane,2003,46
gamma-Hexachlorocyclohexane,2004,152
gamma-Hexachlorocyclohexane,2005,231
gamma-Hexachlorocyclohexane,2006,200
gamma-Hexachlorocyclohexane,2007,220
gamma-Hexachlorocyclohexane,2008,131
gamma-Hexachlorocyclohexane,2009,144
gamma-Hexachlorocyclohexane,2010,161
gamma-Hexachlorocyclohexane,2011,0
gamma-Hexachlorocyclohexane,2012,34
gamma-Hexachlorocyclohexane,2013,144
gamma-Hexachlorocyclohexane,2014,193
gamma-Hexachlorocyclohexane,2015,200
gamma-Hexachlorocyclohexane,2016,205
p-p-DDD,1998,0
p-p-DDD,1999,0
p-p-DDD,2000,0
p-p-DDD,2001,0
p-p-DDD,2002,0
p-p-DDD,2003,0
p-p-DDD,2004,0
p-p-DDD,2005,232
p-p-DDD,2006,179
p-p-DDD,2007,221
p-p-DDD,2008,0
p-p-DDD,2009,0
p-p-DDD,2010,0
p-p-DDD,2011,0
p-p-DDD,2012,0
p-p-DDD,2013,0
p-p-DDD,2014,0
p-p-DDD,2015,0
p-p-DDD,2016,0
p-p-DDE,1998,0
p-p-DDE,1999,0
p-p-DDE,2000,0
p-p-DDE,2001,0
p-p-DDE,2002,0
p-p-DDE,2003,0
p-p-DDE,2004,0
p-p-DDE,2005,228
p-p-DDE,2006,212
p-p-DDE,2007,221
p-p-DDE,2008,0
p-p-DDE,2009,0
p-p-DDE,2010,0
p-p-DDE,2011,0
p-p-DDE,2012,0
p-p-DDE,2013,0
p-p-DDE,2014,0
p-p-DDE,2015,0
p-p-DDE,2016,0
p-p-DDT,1998,16
p-p-DDT,1999,170
p-p-DDT,2000,86
p-p-DDT,2001,114
p-p-DDT,2002,113
p-p-DDT,2003,14
p-p-DDT,2004,30
p-p-DDT,2005,165
p-p-DDT,2006,181
p-p-DDT,2007,221
p-p-DDT,2008,136
p-p-DDT,2009,143
p-p-DDT,2010,54
p-p-DDT,2011,0
p-p-DDT,2012,32
p-p-DDT,2013,144
p-p-DDT,2014,193
p-p-DDT,2015,192
p-p-DDT,2016,205
